 View more SEND E-TFR ***GjY View more SEND E-TFR ***GjY,{'Advertising&Marketing': 0.4774562519, 'Wages&Salaries': 0.0698630941, 'HumanIntertaction': 0.05718039479999999, 'ClothingHairMakeupCollabo': 0.0482625095, 'Automobile': 0.044307389600000004, 'GSTHSTITCs': 0.0394765498, 'Materials': 0.0225345987, 'TDBank': 0.0215227703, 'WebsiteDomains&Email': 0.0184388377, 'TDVisa': 0.0109137919, 'Shipping': 0.010805654800000002, 'Meals&Entertainment': 0.0092361422, 'Insurance': 0.0092099034, 'Travel': 0.0086714407, 'OfficeExpenses': 0.0084275693, 'RentorLeasePayments': 0.0048448029, 'Apps&Subscriptions': 0.004799263099999999, 'BankCharges': 0.004021297199999999}
 FACEBK YSTE6UAGX2 650-5434800 CA US,{'Advertising&Marketing': 0.2376356266, 'WebsiteDomains&Email': 0.0572769893, 'ClothingHairMakeupCollabo': 0.0417710472, 'TDBank': 0.0407337366, 'HumanIntertaction': 0.0392331044, 'Wages&Salaries': 0.0329367345, 'OfficeExpenses': 0.0232086674, 'Apps&Subscriptions': 0.019399875200000003, 'Automobile': 0.019084453300000002, 'TDVisa': 0.015447598, 'Materials': 0.0141215455, 'Insurance': 0.0126012907, 'GSTHSTITCs': 0.0110400456, 'Meals&Entertainment': 0.0105842577, 'RentorLeasePayments': 0.0096112917, 'Shipping': 0.008824053500000002, 'Travel': 0.0063463022, 'BankCharges': 0.0025829283}
 Upwork -310847968REF Upwork.com/bi IE,{'Advertising&Marketing': 0.6172689033, 'WebsiteDomains&Email': 0.04930361049999999, 'TDBank': 0.034632148700000004, 'ClothingHairMakeupCollabo': 0.0296343769, 'Wages&Salaries': 0.0265343571, 'OfficeExpenses': 0.0190636399, 'HumanIntertaction': 0.0176495611, 'Automobile': 0.012744551, 'Apps&Subscriptions': 0.0123799099, 'Materials': 0.012105264, 'TDVisa': 0.0112796613, 'Meals&Entertainment': 0.010336312, 'RentorLeasePayments': 0.0075121847000000005, 'GSTHSTITCs': 0.007409487100000001, 'Insurance': 0.0059815284, 'Shipping': 0.0051194955, 'Travel': 0.0037133986, 'BankCharges': 0.0012187607}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.8454252737000001, 'WebsiteDomains&Email': 0.0188410628, 'TDBank': 0.0124525818, 'Materials': 0.004927814000000001, 'Wages&Salaries': 0.0047451881000000005, 'Automobile': 0.0044853596, 'OfficeExpenses': 0.0043169605000000005, 'GSTHSTITCs': 0.0040540221, 'TDVisa': 0.0037819601999999996, 'ClothingHairMakeupCollabo': 0.003728519, 'Meals&Entertainment': 0.0031585394000000003, 'RentorLeasePayments': 0.003067503, 'HumanIntertaction': 0.0023025180999999995, 'Apps&Subscriptions': 0.0016798285, 'Shipping': 0.0015719069, 'Travel': 0.0013236107999999999, 'Insurance': 0.0011733063, 'BankCharges': 0.0001929149}
 GOOGLE *ADS8718729364 855-222-8603,{'Advertising&Marketing': 0.6285337812, 'WebsiteDomains&Email': 0.032249309200000006, 'Automobile': 0.0197866186, 'OfficeExpenses': 0.0148105702, 'ClothingHairMakeupCollabo': 0.0141676806, 'TDVisa': 0.008533786600000001, 'TDBank': 0.007449655299999999, 'Materials': 0.0072749081, 'GSTHSTITCs': 0.0069744935, 'Wages&Salaries': 0.006042749, 'Meals&Entertainment': 0.0060067201, 'HumanIntertaction': 0.005947721599999999, 'Shipping': 0.0036560753999999997, 'RentorLeasePayments': 0.0033735823999999997, 'Apps&Subscriptions': 0.0030789008999999997, 'Travel': 0.0026372831000000003, 'Insurance': 0.0021411744, 'BankCharges': 0.0006823071999999999}
 Upwork -316369528REF Upwork.com/bi IE,{'Advertising&Marketing': 0.5108789587, 'WebsiteDomains&Email': 0.0488883965, 'OfficeExpenses': 0.0315126193, 'ClothingHairMakeupCollabo': 0.029186896399999995, 'Wages&Salaries': 0.024992602500000002, 'TDBank': 0.0231480446, 'Automobile': 0.0200091893, 'Meals&Entertainment': 0.019714037400000002, 'HumanIntertaction': 0.017361804300000002, 'GSTHSTITCs': 0.0165574737, 'TDVisa': 0.0149068863, 'Insurance': 0.0145463724, 'Apps&Subscriptions': 0.010461167, 'RentorLeasePayments': 0.0091181314, 'Materials': 0.0089225726, 'Shipping': 0.0087244593, 'Travel': 0.0046576056, 'BankCharges': 0.0016517679}
 INDEED TEL+35312545907 35312545907 IE,{'Advertising&Marketing': 0.7786685959, 'TDBank': 0.0196454674, 'ClothingHairMakeupCollabo': 0.0187101811, 'OfficeExpenses': 0.015680686899999997, 'WebsiteDomains&Email': 0.0149777906, 'Materials': 0.010559870899999999, 'Wages&Salaries': 0.009558755700000001, 'Automobile': 0.0076640679, 'Meals&Entertainment': 0.0068136959, 'GSTHSTITCs': 0.0065338615, 'TDVisa': 0.0062739847, 'RentorLeasePayments': 0.0035544074999999996, 'Shipping': 0.0033898035, 'Apps&Subscriptions': 0.0032036714999999997, 'Insurance': 0.0031049902, 'HumanIntertaction': 0.0027286993, 'Travel': 0.0014874288000000001, 'BankCharges': 0.0005415765}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.9233316246, 'WebsiteDomains&Email': 0.008100796300000001, 'TDBank': 0.0074541587000000005, 'OfficeExpenses': 0.0035069580999999997, 'Materials': 0.0032579645, 'TDVisa': 0.0028971191, 'GSTHSTITCs': 0.002658892, 'Meals&Entertainment': 0.0024052794000000003, 'ClothingHairMakeupCollabo': 0.0023996106, 'Automobile': 0.0023928778999999997, 'Wages&Salaries': 0.0021131827, 'RentorLeasePayments': 0.0014439657000000002, 'Shipping': 0.0008615661, 'HumanIntertaction': 0.0008343122999999999, 'Apps&Subscriptions': 0.0007179013000000001, 'Insurance': 0.0006042387, 'Travel': 0.0005517323, 'BankCharges': 0.000131319}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.9209623021, 'TDBank': 0.0082893093, 'WebsiteDomains&Email': 0.0081298268, 'OfficeExpenses': 0.0033269041, 'TDVisa': 0.0031239874, 'Materials': 0.0030497762, 'Automobile': 0.0027304357999999996, 'ClothingHairMakeupCollabo': 0.0026153051999999997, 'GSTHSTITCs': 0.0022733556, 'Meals&Entertainment': 0.0022280588, 'Wages&Salaries': 0.0021465112, 'RentorLeasePayments': 0.0013426497999999999, 'HumanIntertaction': 0.0008398636, 'Shipping': 0.0008181364, 'Apps&Subscriptions': 0.0006673171, 'Travel': 0.0005309192, 'Insurance': 0.0005261262, 'BankCharges': 0.00013467029999999998}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.9250375260000001, 'WebsiteDomains&Email': 0.0093413909, 'TDBank': 0.0072329565, 'OfficeExpenses': 0.0034786769, 'TDVisa': 0.0030744506, 'Materials': 0.0027433868000000003, 'Meals&Entertainment': 0.0024744843, 'Automobile': 0.0024740146, 'ClothingHairMakeupCollabo': 0.0024537207, 'GSTHSTITCs': 0.0021108016, 'Wages&Salaries': 0.0020959893, 'RentorLeasePayments': 0.0013393203, 'HumanIntertaction': 0.0009075096, 'Shipping': 0.0007599893000000001, 'Apps&Subscriptions': 0.0006353464000000001, 'Travel': 0.0005288756, 'Insurance': 0.0004651616, 'BankCharges': 0.0001324113}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.9036008648, 'WebsiteDomains&Email': 0.0107124493, 'TDBank': 0.0095244919, 'OfficeExpenses': 0.0044558302, 'TDVisa': 0.0038452118000000006, 'Automobile': 0.0036990342, 'ClothingHairMakeupCollabo': 0.0036897924, 'Materials': 0.0034134315, 'Meals&Entertainment': 0.0028932903, 'Wages&Salaries': 0.0026502459999999998, 'GSTHSTITCs': 0.0023951116, 'RentorLeasePayments': 0.0016394139, 'HumanIntertaction': 0.0011290755, 'Shipping': 0.0009598196, 'Apps&Subscriptions': 0.000796614, 'Travel': 0.0006392879, 'Insurance': 0.0006148522, 'BankCharges': 0.0001820697}
 Upwork -331345920REF Upwork.com/bi IE,{'Advertising&Marketing': 0.8827298292, 'WebsiteDomains&Email': 0.016685345100000002, 'TDBank': 0.0113293982, 'OfficeExpenses': 0.006204864399999999, 'Automobile': 0.0055019479999999996, 'TDVisa': 0.0051784901000000005, 'Meals&Entertainment': 0.0044464462, 'ClothingHairMakeupCollabo': 0.0043530028, 'Materials': 0.0042426192000000005, 'Wages&Salaries': 0.0037122399, 'GSTHSTITCs': 0.0029563775, 'RentorLeasePayments': 0.0022200036999999997, 'HumanIntertaction': 0.0016374905, 'Shipping': 0.0012123409, 'Apps&Subscriptions': 0.0009406433000000001, 'Travel': 0.0008335634, 'Insurance': 0.0007670348, 'BankCharges': 0.0002913495}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.8201270920000001, 'WebsiteDomains&Email': 0.022383485300000002, 'TDBank': 0.0141971467, 'OfficeExpenses': 0.0113922803, 'Wages&Salaries': 0.0084339738, 'Meals&Entertainment': 0.0080140216, 'ClothingHairMakeupCollabo': 0.0079620154, 'TDVisa': 0.007564803600000001, 'Automobile': 0.007401156, 'GSTHSTITCs': 0.0062382756999999995, 'Materials': 0.0050926208, 'HumanIntertaction': 0.0040909202, 'Apps&Subscriptions': 0.0033089379, 'RentorLeasePayments': 0.0030933814, 'Shipping': 0.0024296199, 'Insurance': 0.0021806566, 'Travel': 0.001372638, 'BankCharges': 0.0004451293}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.7540561152, 'TDBank': 0.0265535043, 'WebsiteDomains&Email': 0.013408216200000002, 'OfficeExpenses': 0.0081100532, 'TDVisa': 0.0075729738000000005, 'ClothingHairMakeupCollabo': 0.0068974017, 'Materials': 0.005905919900000001, 'Wages&Salaries': 0.005123907299999999, 'Automobile': 0.0044130639, 'Meals&Entertainment': 0.0030130906, 'GSTHSTITCs': 0.0030011752, 'HumanIntertaction': 0.0022757378999999998, 'Apps&Subscriptions': 0.0021848698, 'RentorLeasePayments': 0.0021612849999999998, 'Shipping': 0.0021326514, 'Insurance': 0.0017698181, 'Travel': 0.000981151, 'BankCharges': 0.00047671599999999997}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.9016619681, 'WebsiteDomains&Email': 0.0088906033, 'TDBank': 0.008354337, 'OfficeExpenses': 0.0035810959, 'Materials': 0.0034970470000000005, 'TDVisa': 0.0033993338000000003, 'Wages&Salaries': 0.0029188454000000003, 'ClothingHairMakeupCollabo': 0.0027236825, 'GSTHSTITCs': 0.0020998404, 'Automobile': 0.0020352658, 'Meals&Entertainment': 0.0018360139000000001, 'RentorLeasePayments': 0.0012498791, 'HumanIntertaction': 0.0011792877, 'Shipping': 0.0008798943999999999, 'Apps&Subscriptions': 0.000700822, 'Travel': 0.0005722024000000001, 'Insurance': 0.0005293626, 'BankCharges': 0.0001758316}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.8957664636, 'WebsiteDomains&Email': 0.010300978699999998, 'TDBank': 0.008969200899999998, 'Materials': 0.004071689200000001, 'OfficeExpenses': 0.0039671934, 'TDVisa': 0.0036509878000000003, 'ClothingHairMakeupCollabo': 0.0035784749, 'Wages&Salaries': 0.0032079689999999998, 'Automobile': 0.0024943499999999998, 'Meals&Entertainment': 0.0018292821, 'GSTHSTITCs': 0.0016943799, 'RentorLeasePayments': 0.0013043018000000002, 'HumanIntertaction': 0.0012589632, 'Shipping': 0.0009783756999999999, 'Apps&Subscriptions': 0.0008023693, 'Insurance': 0.0006273316000000001, 'Travel': 0.0006138359, 'BankCharges': 0.0001972135}
 Upwork -343475938REF Upwork.com/bi IE,{'Advertising&Marketing': 0.8727138376000001, 'WebsiteDomains&Email': 0.0173789032, 'TDBank': 0.0119666168, 'Materials': 0.005773167900000001, 'OfficeExpenses': 0.0056346222, 'ClothingHairMakeupCollabo': 0.0052140198000000006, 'TDVisa': 0.0051871587, 'Wages&Salaries': 0.0043710276, 'Automobile': 0.0036314595999999994, 'Meals&Entertainment': 0.0024953083, 'RentorLeasePayments': 0.0018497575000000002, 'HumanIntertaction': 0.0016951775, 'GSTHSTITCs': 0.0016728939999999999, 'Shipping': 0.0012863846, 'Apps&Subscriptions': 0.0011649538, 'Insurance': 0.0008724965, 'Travel': 0.0008258283999999999, 'BankCharges': 0.0002977618}
 Upwork -346109455REF Upwork.com/bi IE,{'Advertising&Marketing': 0.8694954006, 'WebsiteDomains&Email': 0.0212257602, 'TDBank': 0.0142357447, 'TDVisa': 0.0059114155, 'OfficeExpenses': 0.0052605308, 'Materials': 0.005000390899999999, 'Automobile': 0.0045315907, 'ClothingHairMakeupCollabo': 0.0045086239, 'Wages&Salaries': 0.003985924, 'Meals&Entertainment': 0.0027823715000000002, 'RentorLeasePayments': 0.0022084281, 'GSTHSTITCs': 0.0017522595, 'HumanIntertaction': 0.0015693995000000001, 'Apps&Subscriptions': 0.0013728191, 'Shipping': 0.0013041192, 'Insurance': 0.0009383849999999999, 'Travel': 0.0008458947, 'BankCharges': 0.0002771042}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.8685096867000001, 'WebsiteDomains&Email': 0.016888863599999998, 'TDBank': 0.0134210262, 'TDVisa': 0.005195723300000001, 'Automobile': 0.0051199237, 'OfficeExpenses': 0.0049992611, 'ClothingHairMakeupCollabo': 0.0041623543, 'Materials': 0.0040280181, 'Wages&Salaries': 0.0031969485, 'Meals&Entertainment': 0.0029282657, 'RentorLeasePayments': 0.0021807967000000003, 'GSTHSTITCs': 0.002157007, 'HumanIntertaction': 0.0013808601, 'Apps&Subscriptions': 0.0012621692000000001, 'Shipping': 0.0012281101, 'Insurance': 0.0008273548, 'Travel': 0.0007795306000000001, 'BankCharges': 0.0002477859}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.8354917853000001, 'WebsiteDomains&Email': 0.020286521900000003, 'TDBank': 0.0092707356, 'OfficeExpenses': 0.0067920536, 'Automobile': 0.0063132957, 'TDVisa': 0.0056623033, 'ClothingHairMakeupCollabo': 0.0050003745, 'Meals&Entertainment': 0.0043056007, 'Materials': 0.0041183624, 'Wages&Salaries': 0.0039619666, 'GSTHSTITCs': 0.0031670285, 'HumanIntertaction': 0.0026484021000000003, 'RentorLeasePayments': 0.0024312489000000003, 'Shipping': 0.0013527665999999998, 'Apps&Subscriptions': 0.001224501, 'Travel': 0.0010179555, 'Insurance': 0.0009151957, 'BankCharges': 0.0003459463}
 SERVICES LONDON GB,{'Advertising&Marketing': 0.6354583507, 'WebsiteDomains&Email': 0.027039392, 'ClothingHairMakeupCollabo': 0.0214355865, 'Automobile': 0.0166854543, 'OfficeExpenses': 0.015522291399999999, 'TDVisa': 0.011238172300000002, 'TDBank': 0.0111223948, 'Wages&Salaries': 0.011047641100000002, 'Materials': 0.008183689499999999, 'Meals&Entertainment': 0.0079391571, 'HumanIntertaction': 0.0078131152, 'GSTHSTITCs': 0.0049350811000000005, 'RentorLeasePayments': 0.0040544563, 'Shipping': 0.0028220843, 'Apps&Subscriptions': 0.0024132591, 'Insurance': 0.0021866845999999997, 'Travel': 0.002173952, 'BankCharges': 0.0012644614}
 Upwork -353077831REF Upwork.com/bi IE,{'Advertising&Marketing': 0.6893474426000001, 'WebsiteDomains&Email': 0.0357840971, 'ClothingHairMakeupCollabo': 0.021514605200000002, 'Wages&Salaries': 0.021339810299999998, 'TDBank': 0.021146155599999997, 'OfficeExpenses': 0.0206689754, 'Meals&Entertainment': 0.0128206273, 'Automobile': 0.0115929941, 'HumanIntertaction': 0.0108409664, 'TDVisa': 0.0107868731, 'Materials': 0.008207989, 'GSTHSTITCs': 0.0071887384, 'RentorLeasePayments': 0.0050313329, 'Apps&Subscriptions': 0.0041253434, 'Shipping': 0.0030349324, 'Insurance': 0.0029375569, 'Travel': 0.0021150598, 'BankCharges': 0.001117041}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.9053247468, 'TDBank': 0.009584397000000001, 'WebsiteDomains&Email': 0.009490038600000002, 'OfficeExpenses': 0.0047765599, 'Materials': 0.0035014520000000004, 'ClothingHairMakeupCollabo': 0.0034967207999999994, 'TDVisa': 0.0034012662000000005, 'Wages&Salaries': 0.0027180703, 'Meals&Entertainment': 0.0027106492, 'GSTHSTITCs': 0.0025613957, 'Automobile': 0.0025282216, 'RentorLeasePayments': 0.0017242438000000001, 'HumanIntertaction': 0.0009990208, 'Shipping': 0.000954896, 'Apps&Subscriptions': 0.0008687225999999999, 'Insurance': 0.0007323264, 'Travel': 0.0005824691, 'BankCharges': 0.0001927974}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.9036015682, 'TDBank': 0.0098919799, 'WebsiteDomains&Email': 0.0090690953, 'OfficeExpenses': 0.0041249858, 'ClothingHairMakeupCollabo': 0.0035362201, 'TDVisa': 0.0035003833, 'Materials': 0.0031147846, 'Automobile': 0.0027511795, 'Wages&Salaries': 0.0024993107999999997, 'Meals&Entertainment': 0.0022317348000000002, 'GSTHSTITCs': 0.0019579661000000003, 'RentorLeasePayments': 0.0013538985999999999, 'HumanIntertaction': 0.0009819698, 'Shipping': 0.0008588891, 'Apps&Subscriptions': 0.0007215288, 'Insurance': 0.000588313, 'Travel': 0.0005165474, 'BankCharges': 0.00018008359999999998}
 GOOGLE*ADS8718729364 INTERNET CA US,{'Advertising&Marketing': 0.8962478745, 'TDBank': 0.010087571299999999, 'WebsiteDomains&Email': 0.009288371699999999, 'OfficeExpenses': 0.005433416900000001, 'ClothingHairMakeupCollabo': 0.0044777932, 'TDVisa': 0.0040281089, 'Materials': 0.0036326604, 'Automobile': 0.0034304049, 'Meals&Entertainment': 0.0028079451, 'Wages&Salaries': 0.0027869447, 'GSTHSTITCs': 0.0022940424, 'RentorLeasePayments': 0.0015034045, 'HumanIntertaction': 0.0011179284, 'Shipping': 0.0009767328, 'Apps&Subscriptions': 0.0007763278999999999, 'Insurance': 0.0005975704000000001, 'Travel': 0.0005786424, 'BankCharges': 0.0002483616}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.9088182468, 'WebsiteDomains&Email': 0.010198211799999999, 'TDBank': 0.0077441552, 'OfficeExpenses': 0.0058506704, 'ClothingHairMakeupCollabo': 0.0038540395, 'TDVisa': 0.0037873027, 'Materials': 0.0034579576, 'Meals&Entertainment': 0.0032353738, 'Automobile': 0.0030428962, 'Wages&Salaries': 0.0025631556, 'GSTHSTITCs': 0.0024057485, 'RentorLeasePayments': 0.0015522863999999999, 'HumanIntertaction': 0.0011510471000000001, 'Shipping': 0.0009148419000000001, 'Apps&Subscriptions': 0.0007491549999999999, 'Travel': 0.0005861499000000001, 'Insurance': 0.0005120228, 'BankCharges': 0.0002407568}
 ADOBE CREATIVE CLOUD 4085366000 CA US,{'Advertising&Marketing': 0.9067359334999999, 'WebsiteDomains&Email': 0.0108583562, 'TDBank': 0.0076395956, 'OfficeExpenses': 0.0052729288, 'ClothingHairMakeupCollabo': 0.004015667200000001, 'Materials': 0.0038105831000000002, 'TDVisa': 0.0035228268999999996, 'Meals&Entertainment': 0.0029841441000000002, 'Automobile': 0.0029234009, 'Wages&Salaries': 0.0029153333, 'GSTHSTITCs': 0.0023836689, 'RentorLeasePayments': 0.0016680325, 'HumanIntertaction': 0.0013216208, 'Shipping': 0.0009456696999999999, 'Apps&Subscriptions': 0.0008163405, 'Travel': 0.0006450022000000001, 'Insurance': 0.0005576646, 'BankCharges': 0.0002192594}
